overall,reviewText,summary,documents
5.0,We bought this little guy as a gift for our son and it's a beautiful and useful razor stand that sits on our bathroom counter as an attractive element on display. It's easy to keep clean and polished and it stands very sturdily. Thanks to Perfecto.,Beautiful and useful!,"['buy', 'little', 'guy', 'gift', 'son', 'beautiful', 'useful', 'razor', 'stand', 'sit', 'bathroom', 'counter', 'attractive', 'element', 'display', 'easy', 'keep', 'clean', 'polished', 'stand', 'sturdily', 'thanks', 'perfecto']"
5.0,"5 stars all the way, it is solid and heavy and will not break. It fit my husbands wet shaving kit perfectly with the brush and razor fitting without any problems. It's a lot nicer than in the picture and it's totally worth the money. Awesome find!","Nicer than I expected, sturdy and solid.","['star', 'way', 'solid', 'heavy', 'break', 'fit', 'husband', 'wet', 'shaving', 'kit', 'perfectly', 'brush', 'razor', 'fitting', 'without', 'problem', 'lot', 'nicer', 'picture', 'totally', 'worth', 'money', 'awesome', 'find']"
3.0,Very sturdy. I would give it higher marks but most of my brushes don't fit unless I put them in where the bristles attach.,Very sturdy. I would give it higher marks but most ...,"['sturdy', 'would', 'give', 'high', 'marks', 'brush', 'nt', 'fit', 'unless', 'put', 'bristle', 'attach']"
5.0,Better construction than I expected for the price.,Great Deal,"['well', 'construction', 'expect', 'price']"
5.0,Makes for easy storage of my shaving utensils.,Five Stars,"['make', 'easy', 'storage', 'shaving', 'utensil']"
5.0,"This stand is exactly what I needed and it should last!  I recently bought Vikings Blades ""The Godfather"" and the House of Saxon 26mm Badger brush and they both fit this stand perfectly!  I had a Croft and Barlow ""kit"" that I purchased back in 2010, but it was almost all plastic and my new brush barely fit the stand, so I bought this and I'm glad I did!

Pro:
1. seems like all metal construction
2. Godfather DE Razor and Saxon brush fit nicely
3. Small footprint

Cons:
1. Brush holder too small for Stirling synthetic 26mm brush, but I'm going to try spreading the fingers further apart
2. No issues with the finish, but for the price, if I need to replace in 2022....I'm ok with that!",Just what I was looking for!!,"['stand', 'exactly', 'need', 'last', 'recently', 'buy', 'viking', 'blade', 'godfather', 'house', 'saxon', 'mm', 'badger', 'brush', 'fit', 'stand', 'perfectly', 'croft', 'barlow', 'kit', 'purchase', 'back', 'almost', 'plastic', 'new', 'brush', 'barely', 'fit', 'stand', 'buy', 'glad', 'pro', 'seem', 'like', 'metal', 'construction', 'godfather', 'de', 'razor', 'saxon', 'brush', 'fit', 'nicely', 'small', 'footprint', 'con', 'brush', 'holder', 'small', 'stirle', 'synthetic', 'mm', 'brush', 'go', 'try', 'spread', 'finger', 'apart', 'issue', 'finish', 'price', 'need', 'replace', 'ok']"
5.0,"Holds my razor and brush nicely. Looks good, nice quality.",Five Stars,"['hold', 'razor', 'brush', 'nicely', 'look', 'good', 'nice', 'quality']"
5.0,Excellent quality and doesn't take up much room on the counter!,Five Stars,"['excellent', 'quality', 'nt', 'take', 'much', 'room', 'counter']"
5.0,"Excellent quality husband loves it very well made it is more quality type rather than quantity highly recommend thank you, very well made.",Excellent quality husband loves it very well made it is ...,"['excellent', 'quality', 'husband', 'love', 'well', 'make', 'quality', 'type', 'rather', 'quantity', 'highly', 'mend', 'thank', 'well', 'make']"
5.0,"Great product, just what I needed!",Five Stars,"['great', 'product', 'need']"
5.0,High quality product.  Nice to get what you paid for.,Love it!,"['high', 'quality', 'product', 'nice', 'get', 'pay']"
5.0,"Perfect fit for the boat and a easy install, it had me on the water in no time!!",Just what I needed...,"['perfect', 'fit', 'boat', 'easy', 'install', 'water', 'time']"
5.0,Very nice! Well worth the price paid!,Great Stand!,"['nice', 'well', 'worth', 'price', 'pay']"
5.0,"I previously reviewed this product at a lower rating but after contact with the seller feel I may have been overly critical. It is very well made, for the money. Not the quality finish of a $50+ holder, but well made, nonetheless, and quite servicable. How well the finish holds up only time will tell, but I'm sure by then I'll have had my money's worth. As stated, the brush side will fit 'most' brushes. It did not fit my brush handle so I simply place my brush in the fork around the bristles, which works quite well with no negative effects on brush or stand. Since I place the stand, brush and razor directly in my shaving cream bowl, it actually works out to be a quite compact setup. So, yes, I would buy this product again.",Works very well!,"['previously', 'review', 'product', 'low', 'rating', 'contact', 'seller', 'feel', 'may', 'overly', 'critical', 'well', 'make', 'money', 'quality', 'finish', 'holder', 'well', 'make', 'nonetheless', 'quite', 'servicable', 'well', 'finish', 'hold', 'time', 'tell', 'sure', 'money', 'worth', 'state', 'brush', 'side', 'fit', 'brush', 'fit', 'brush', 'handle', 'simply', 'place', 'brush', 'fork', 'around', 'bristle', 'work', 'quite', 'well', 'negative', 'effect', 'brush', 'stand', 'since', 'place', 'stand', 'brush', 'razor', 'directly', 'shaving', 'cream', 'bowl', 'actually', 'work', 'quite', 'compact', 'setup', 'yes', 'would', 'buy', 'product']"
5.0,"Just received the stand. It is solid, attractive, and accommodates my razor and brush very comfortably. Love it!",and accommodates my razor and brush very comfortably. Love it,"['receive', 'stand', 'solid', 'attractive', 'modates', 'razor', 'brush', 'comfortably', 'love']"
5.0,Looks very professional,Nice,"['look', 'professional']"
5.0,Nicely made and holds the brush perfectly,Five Stars,"['nicely', 'make', 'hold', 'brush', 'perfectly']"
4.0,The razor side of the stand is a bit 'small'.  It's functional.,Four Stars,"['razor', 'side', 'stand', 'bit', 'small', 'functional']"
5.0,"I bought this for my husband, and he loves it.  It is very sturdy, doesn't tip over easily, and keeps his razor and brush of the countertop.",Great product!,"['buy', 'husband', 'love', 'sturdy', 'nt', 'tip', 'easily', 'keep', 'razor', 'brush', 'countertop']"
5.0,"The Perfecto Deluxe Chrome Razor and Brush Stand is a perfect addition to you bathroom, vanity, or where ever. it looks great and is highly functional for keeping your ""Old School DE Razor and Brush"" near where you need it. It looks great! It works great! What else do you need?",Perfect Edition to Your Shaving,"['perfecto', 'deluxe', 'chrome', 'razor', 'brush', 'stand', 'perfect', 'addition', 'bathroom', 'vanity', 'ever', 'look', 'great', 'highly', 'functional', 'keep', 'old', 'school', 'de', 'razor', 'brush', 'near', 'need', 'look', 'great', 'work', 'great', 'else', 'need']"
5.0,This is a really nice stand. An absolute must to hold a razor and brush. Very sleek looking: ),Just Right: ),"['really', 'nice', 'stand', 'absolute', 'must', 'hold', 'razor', 'brush', 'sleek', 'look']"
5.0,High quality product. Thanks!,Five Stars,"['high', 'quality', 'product', 'thanks']"
3.0,Awesome stand but it doesn't fit the badger brushes from The Art of Shaving. I only use it for my razor for now. Eventually I'll find one to fit the brushes I have and this stand will go in one of the the guest bathrooms.....lol.,Awesome stand but it doesn't fit the badger brushes from ...,"['awesome', 'stand', 'nt', 'fit', 'badger', 'brush', 'art', 'shaving', 'use', 'razor', 'eventually', 'find', 'one', 'fit', 'brush', 'stand', 'go', 'one', 'guest', 'bathroom', 'lol']"
5.0,I love this stand. Holds my brush and razor perfectly. Looks great and is very solid.,Great Stand,"['love', 'stand', 'hold', 'brush', 'razor', 'perfectly', 'look', 'great', 'solid']"
5.0,Hard to say much about this. It's a stand. It works well as a stand. It holds the razor and the brush. It hasn't stopped being a stand.,Good stand,"['hard', 'say', 'much', 'stand', 'work', 'well', 'stand', 'hold', 'razor', 'brush', 'nt', 'stop', 'stand']"
4.0,Very steady and perfect fit for the razor.  No wobbles even when holding just the razor.  4-stars only because the brush did not fit in the prongs.  Still deciding whether to make a grove in the brush or to attempt to spread the prongs a little - I recall some others did mention this as a possibility.,No wobbles,"['steady', 'perfect', 'fit', 'razor', 'wobble', 'even', 'hold', 'razor', 'star', 'brush', 'fit', 'prong', 'still', 'decide', 'whether', 'make', 'grove', 'brush', 'attempt', 'spread', 'prong', 'little', 'recall', 'other', 'mention', 'possibility']"
5.0,Works great for my Merkur 38C and brush.,Works just fine,"['work', 'great', 'merkur', 'c', 'brush']"
1.0,Wobbly stand. Terrible product.,Junk,"['wobbly', 'stand', 'terrible', 'product']"
5.0,Classic solid built stand,Recommended,"['classic', 'solid', 'build', 'stand']"
5.0,Looks great and my husband loves it for his razor and brush!! Doesn't tip over and has a gripy bottom to help stay put!,Great item,"['look', 'great', 'husband', 'love', 'razor', 'brush', 'nt', 'tip', 'gripy', 'bottom', 'help', 'stay', 'put']"
4.0,Razor and stand were both sturdy and I liked the fact the blades were individually wrapped.,Honest Review,"['razor', 'stand', 'sturdy', 'like', 'fact', 'blade', 'individually', 'wrap']"
5.0,Perfecto Deluxe Chrome Razor and Brush Stand  Item as expected. Shipped promptly. Thanks,Perfecto Deluxe Chrome Razor and Brush Stand,"['perfecto', 'deluxe', 'chrome', 'razor', 'brush', 'stand', 'item', 'expect', 'ship', 'promptly', 'thanks']"
5.0,Looks nicer than I thought it would. Fits my Dorco razor and Parker brush perfectly. It feels solid and well built.,Looks great and good value.,"['look', 'nicer', 'think', 'would', 'fit', 'dorco', 'razor', 'parker', 'brush', 'perfectly', 'feel', 'solid', 'well', 'build']"
5.0,My husband really like it.,Five Stars,"['husband', 'really', 'like']"
5.0,Very attractive and shines like a chrome fender. Best of all it is well built for the job. It works great!,Love that chrome shine.,"['attractive', 'shine', 'like', 'chrome', 'fender', 'good', 'well', 'build', 'job', 'work', 'great']"
5.0,"This is a stylish and sturdy stand that can hold your fancy razor (or the one using disposable cartridges...) and your brush. Not only does it look nice, it actually works fine and doesn't wobble, pretty solid and balanced and you can be sure your stuff is going to be kept in place.",Just what I was looking for!,"['stylish', 'sturdy', 'stand', 'hold', 'fancy', 'razor', 'one', 'use', 'disposable', 'cartridge', 'brush', 'look', 'nice', 'actually', 'work', 'fine', 'nt', 'wobble', 'pretty', 'solid', 'balance', 'sure', 'stuff', 'go', 'keep', 'place']"
5.0,This stand is fantastic especially with a chrome razor. I was really impressed with the weight of it and quality of the product,Nice stand,"['stand', 'fantastic', 'especially', 'chrome', 'razor', 'really', 'impress', 'weight', 'quality', 'product']"
5.0,"Purchase went well and item arrived fast, all as expected!
I'm leaving 5 stars but I'm not paid for this nor do I get items for free.","Purchase went well and item arrived fast, all as ...","['purchase', 'go', 'well', 'item', 'arrive', 'fast', 'expect', 'leave', 'star', 'pay', 'get', 'item', 'free']"
5.0,Heavy weight. Nicely chromed.,As advertised.,"['heavy', 'weight', 'nicely', 'chromed']"
5.0,This thing is great. It nicely holds my razor and shaving brush.,Five Stars,"['thing', 'great', 'nicely', 'hold', 'razor', 'shaving', 'brush']"
5.0,perfect for what I needed,Five Stars,"['perfect', 'need']"
5.0,Great Razor and Brush stand! I love the look and weight of the stand! Great buy. I recommend this to all DE users.,Geat Razor and Brush Stand,"['great', 'razor', 'brush', 'stand', 'love', 'look', 'weight', 'stand', 'great', 'buy', 'mend', 'de', 'user']"
5.0,"Looks really nice on my Vanity. It is however a littler smaller than I would like it to be (about the size of my soap dispenser), but very good product.",Looks really nice on my Vanity,"['look', 'really', 'nice', 'vanity', 'however', 'littler', 'small', 'would', 'like', 'size', 'soap', 'dispenser', 'good', 'product']"
5.0,"This razor and brush stand works very well for my Viking safety razor and wooden handled brush. The stand is very stable and the chrome allows it to be cleaned easily with simple wiping. It holds both razor and brush well and allows both to hang dry. The textured pole is a nice feature to grip.  I liked this product so much, this is my second purchase so I can have a stand at my other house!",This stand works as advertised - I highly recommend it.,"['razor', 'brush', 'stand', 'work', 'well', 'vike', 'safety', 'razor', 'wooden', 'handle', 'brush', 'stand', 'stable', 'chrome', 'allow', 'clean', 'easily', 'simple', 'wipe', 'hold', 'razor', 'brush', 'well', 'allow', 'hang', 'dry', 'texture', 'pole', 'nice', 'feature', 'grip', 'like', 'product', 'much', 'second', 'purchase', 'stand', 'house']"
5.0,The stand arrived on time and in perfect condition.  The box was sturdy and the stand was protected nicely in bubble wrap.  It looks very nice and is good and heavy with a rubber base so it doesn't scratch the countertop.  My shaving brush has not yet arrived (from Germany) and so I don't know how it will fit but my Gillette SuperSpeed safety razor fits nicely.  I would recommend this to anyone looking for a nicely build razor and brush stand.,Beautiful Razor and Brush Stand,"['stand', 'arrive', 'time', 'perfect', 'condition', 'box', 'sturdy', 'stand', 'protect', 'nicely', 'bubble', 'wrap', 'look', 'nice', 'good', 'heavy', 'rubber', 'base', 'nt', 'scratch', 'countertop', 'shaving', 'brush', 'yet', 'arrive', 'germany', 'nt', 'know', 'fit', 'gillette', 'superspeed', 'safety', 'razor', 'fit', 'nicely', 'would', 'mend', 'anyone', 'look', 'nicely', 'build', 'razor', 'brush', 'stand']"
